,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
271,25.696759700775146,1.3204153857379435,0.015764617919921876,0.0015902195559729423,0.0001,"(50,)",200,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 200}",0.7573817146922803,0.7077690662865289,0.7051053195287398,0.733715103793844,0.7220229555236729,0.7252142857142857,0.01913406028817809,74,0.7635177406381267,0.7201179203144542,0.7172961871595678,0.7288059967874353,0.7244916161255798,0.7308458922050327,0.016796854262318587
272,1.5890538215637207,0.705768601814298,0.004994344711303711,0.0010860987834012358,0.0001,"(21,)",2,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (21,), 'km__n_clusters': 2}",0.10601209533973675,0.10548823948681398,0.10424848268475545,0.1220472440944882,0.11190817790530846,0.10992857142857143,0.006601247487041266,317,0.09822146751273572,0.1156869751652671,0.11081346548799,0.1198465107977869,0.11023902961113093,0.11096148971498214,0.0072680924302034695
273,3.675739622116089,0.5510955537779653,0.004387474060058594,0.0005018024692125272,0.0001,"(21,)",5,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (21,), 'km__n_clusters': 5}",0.3311988616150836,0.3403421240199572,0.30667618707604427,0.3060128847530422,0.3167144906743185,0.32021428571428573,0.013593544090474696,294,0.3377424255965681,0.33875290334107555,0.3143137780158943,0.3109048723897912,0.3201034605779522,0.32436348798425624,0.011716058071001808
274,5.511002779006958,0.8602065185041267,0.004961204528808594,6.891169707253364e-05,0.0001,"(21,)",10,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (21,), 'km__n_clusters': 10}",0.5713269299181786,0.5285103349964362,0.5012495537308104,0.49964209019327127,0.5143472022955524,0.5230714285714285,0.026333607342580504,272,0.5852176244525874,0.5417187779167411,0.5114742387713189,0.49991076209173657,0.5129325722440242,0.5302507950952816,0.030743664298054724
275,6.901498699188233,0.9716136045632967,0.006375885009765625,0.0013557229321591324,0.0001,"(21,)",20,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (21,), 'km__n_clusters': 20}",0.6296691568836713,0.5744832501781896,0.644055694394859,0.6399427344309234,0.6420373027259685,0.626,0.02626548618249537,244,0.6283850210027706,0.5893335715561908,0.6423787838199839,0.6427806532214885,0.6358366036389582,0.6277429266478785,0.019907485961922954
276,7.542679071426392,0.9832354754776043,0.005596256256103516,0.00048503972299819445,0.0001,"(21,)",26,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (21,), 'km__n_clusters': 26}",0.6350053361792957,0.6143977191732003,0.6037129596572652,0.623478883321403,0.607245337159254,0.6167857142857143,0.01136012894303598,252,0.6402716954151398,0.63203501876005,0.6095187070274132,0.6198465107977869,0.6122904031394935,0.6227924670279766,0.011714204165125334
277,7.973987054824829,0.5168775863935008,0.005790328979492188,0.00038640865045395196,0.0001,"(21,)",28,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (21,), 'km__n_clusters': 28}",0.6435432230522946,0.6589451176051319,0.629418064976794,0.6868289191123836,0.6771879483500718,0.6591428571428571,0.021058622351649507,222,0.6476003217445706,0.6803644809719492,0.6332708277524779,0.6906121720506871,0.6854263289332858,0.6674548262905942,0.022753654039308093
278,9.970415830612183,0.6589618487400536,0.006588792800903321,0.0007946610714517599,0.0001,"(21,)",35,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (21,), 'km__n_clusters': 35}",0.6261117040199218,0.6507483962936564,0.6569082470546234,0.7072297780959198,0.6961979913916786,0.6673571428571429,0.03002725236262879,210,0.6303512378228617,0.6691084509558692,0.6665773729797303,0.715688024272711,0.6962183374955405,0.6755886847053426,0.02899366612518152
279,9.371636581420898,0.4398635314507337,0.006383752822875977,0.0007819535448034949,0.0001,"(21,)",40,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (21,), 'km__n_clusters': 40}",0.6666666666666666,0.6133285816108339,0.7026062120671189,0.6814602720114531,0.6757532281205165,0.6679285714285714,0.029785202335048482,207,0.6658325140763249,0.6206003216008577,0.7013126171979641,0.6746385864715331,0.6724045665358545,0.6669577211765068,0.026150324216455998
280,10.686246585845947,0.437075811703813,0.006389188766479492,0.0004839502844697416,0.0001,"(21,)",45,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (21,), 'km__n_clusters': 45}",0.6503023834934187,0.6707056307911617,0.6622634773295252,0.7140300644237653,0.671090387374462,0.6736428571428571,0.021537031580097024,200,0.6503708999910627,0.696623190995176,0.667291722475221,0.7129216491165447,0.6733856582233322,0.6801186241602674,0.022105331949929988
281,11.427039575576782,0.5626323195838397,0.005989694595336914,1.267759268251678e-05,0.0001,"(21,)",50,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (21,), 'km__n_clusters': 50}",0.655282817502668,0.6596578759800428,0.6619064619778651,0.6256263421617753,0.6929698708751794,0.6590714285714285,0.02136890930265902,224,0.6644025382071678,0.6834018224048597,0.6639878560585767,0.6380510440835266,0.6914912593649661,0.6682669040238193,0.01851852155004683
282,12.1773530960083,0.8583817544344841,0.006389427185058594,0.0004842327334637751,0.0001,"(21,)",60,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (21,), 'km__n_clusters': 60}",0.7065101387406617,0.7113328581610834,0.6594073545162442,0.6796707229778096,0.6994261119081779,0.6912857142857143,0.019249086283776966,166,0.703726874608991,0.7269072717527246,0.6703277078310563,0.6821345707656613,0.7062968248305387,0.6978786499577944,0.019771993954839723
283,15.446761178970338,0.6065245679508315,0.0072024822235107425,0.000753536764724966,0.0001,"(21,)",70,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (21,), 'km__n_clusters': 70}",0.7164710067591604,0.6682109764789737,0.6644055694394859,0.686471009305655,0.6452654232424677,0.6762142857142858,0.0240389604039103,194,0.7206184645634105,0.6875111666964445,0.673185105813019,0.695966446546493,0.6381555476275419,0.6830873462493818,0.027243153807023267
284,16.31400065422058,1.422660343296223,0.007791709899902344,0.000754933709006273,0.0001,"(21,)",80,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (21,), 'km__n_clusters': 80}",0.6574172892209178,0.6525302922309337,0.67654409139593,0.6227630637079457,0.6115494978479197,0.6442142857142857,0.023712791267536597,237,0.6643131647153454,0.665267107378953,0.6885436199660684,0.6261824022844904,0.6141633963610418,0.6516939381411798,0.027425371031804542
